-25.324602127075195	-21.766584396362305	-28.94182586669922	-16.888898849487305	-26.70516014099121	0.0	-20.748891830444336	-25.410568237304688	-14.961708068847656	-15.28803539276123	1.0
-24.407142639160156	-20.282379150390625	-23.74329376220703	-14.553464889526367	-20.810230255126953	-3.814697265625e-06	-19.876972198486328	-20.2468318939209	-13.470218658447266	-13.037552833557129	1.0
-12.747533798217773	-14.199901580810547	-13.038721084594727	-11.524867057800293	-11.88215446472168	-12.349359512329102	-15.310602188110352	-13.724723815917969	-2.86102294921875e-05	-14.639459609985352	1.0
-22.879159927368164	-21.63916015625	-18.164337158203125	-15.359724044799805	-12.449882507324219	-21.574176788330078	-30.4423828125	-11.970373153686523	-8.191854476928711	-0.00028705596923828125	1.0
-7.43865966796875e-05	-18.968994140625	-9.516462326049805	-20.850561141967773	-28.57424545288086	-21.76271629333496	-21.246511459350586	-14.581467628479004	-19.382095336914062	-18.069154739379883	1.0
-16.871585845947266	-4.76837158203125e-05	-14.300235748291016	-18.676136016845703	-11.544968605041504	-15.861340522766113	-13.717782020568848	-11.921180725097656	-10.456830978393555	-15.016935348510742	1.0
-18.014202117919922	-21.281160354614258	-13.598398208618164	-16.490644454956055	-26.2144775390625	-22.99439811706543	-19.2457275390625	-21.54279327392578	-9.5367431640625e-07	-17.575496673583984	1.0
-24.43215560913086	-27.66252326965332	-20.109848022460938	-17.672658920288086	-13.375274658203125	-16.225749969482422	-31.606393814086914	-16.631668090820312	-17.711441040039062	-1.9073486328125e-06	1.0
-24.921890258789062	-17.098087310791016	-16.28592872619629	-28.357017517089844	0.0	-22.07852554321289	-22.011398315429688	-24.028575897216797	-27.321849822998047	-17.063701629638672	1.0
-18.66961669921875	-27.957731246948242	-29.90003204345703	-25.760356903076172	-22.632259368896484	-12.639086723327637	-3.814697265625e-06	-36.88758850097656	-18.858551025390625	-29.42231559753418	1.0
-16.883081436157227	-19.37578582763672	-19.134868621826172	-27.792423248291016	-0.000457763671875	-21.054935455322266	-20.498016357421875	-19.86727523803711	-19.77769660949707	-7.69011116027832	1.0
-15.458110809326172	-0.0007686614990234375	-15.061797142028809	-15.196817398071289	-7.73508358001709	-14.691709518432617	-14.517682075500488	-8.9985990524292	-10.640874862670898	-8.612310409545898	1.0
-23.945411682128906	-20.023662567138672	-20.730989456176758	-21.799089431762695	-10.171063423156738	-16.833274841308594	-20.50667381286621	-22.510778427124023	-3.814697265625e-05	-18.253707885742188	1.0
-15.060373306274414	-0.0006113052368164062	-13.016098976135254	-15.090253829956055	-11.827030181884766	-13.315043449401855	-12.464208602905273	-9.356949806213379	-7.583303451538086	-14.585165023803711	1.0
0.0	-29.20507049560547	-22.520946502685547	-28.080997467041016	-25.380481719970703	-21.21949577331543	-16.5248966217041	-24.09729766845703	-21.572784423828125	-24.83047866821289	1.0
-20.825334548950195	-22.83344841003418	-18.108617782592773	-18.723552703857422	-25.07355499267578	-24.617795944213867	-26.966720581054688	-20.205669403076172	0.0	-18.31814956665039	1.0
-24.524202346801758	-24.177392959594727	-19.199066162109375	-26.35420799255371	0.0	-26.789947509765625	-22.671405792236328	-19.871461868286133	-23.02848243713379	-21.842144012451172	1.0
-23.608301162719727	-26.91026496887207	-16.63175392150879	-19.434280395507812	-11.967264175415039	-22.98973846435547	-30.661046981811523	-21.402061462402344	-17.1358585357666	-5.7220458984375e-06	1.0
-21.756330490112305	-12.559239387512207	-3.814697265625e-06	-19.168153762817383	-26.35277557373047	-33.374664306640625	-27.509071350097656	-17.562042236328125	-18.930166244506836	-27.30465316772461	1.0
-1.9073486328125e-06	-20.403194427490234	-13.463086128234863	-21.186073303222656	-19.39629364013672	-23.177120208740234	-15.843554496765137	-21.490877151489258	-20.265361785888672	-18.963157653808594	1.0
